id,name,type1,type2,firstability,secondability,weight,height,dexdescription,generacion,imagen
128,tauros,normal,None,intimidate,anger-point,88.4,1.4,"Después de animarse a luchar fustigándose con sus tres colas, carga a toda velocidad.",1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/128.png
129,magikarp,agua,None,swift-swim,rattled,10.0,0.9,No es precisamente rápido ni fuerte. Es el Pokémon más debilucho y simplón de todos los que hay.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/129.png
130,gyarados,agua,volador,intimidate,moxie,235.0,6.5,En la literatura antigua se dice que un Gyarados rebosante de violencia arrasó un poblado.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/130.png
131,lapras,agua,hielo,water-absorb,shell-armor,220.0,2.5,Son buenos de corazón. Muchos fueron capturados por ser tan pacíficos. Ahora hay muchos menos.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/131.png
132,ditto,normal,None,limber,imposter,4.0,0.3,Puede alterar por completo su estructura celular para emular cualquier objeto que vea.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/132.png
133,eevee,normal,None,run-away,adaptability,6.5,0.3,Un extraño Pokémon que se adapta a los entornos más hostiles gracias a sus diferentes evoluciones.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/133.png
134,vaporeon,agua,None,water-absorb,hydration,29.0,1.0,"Prefiere las bellas costas. Con células parecidas al agua, podría fundirse en la misma.",1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/134.png
135,jolteon,eléctrico,None,volt-absorb,quick-feet,24.5,0.8,Todos los pelos de su cuerpo se ponen de punta si empieza a cargarse de electricidad.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/135.png
136,flareon,fuego,None,flash-fire,guts,25.0,0.9,"Almacena llamas en su cuerpo, que alcanza una temperatura de 900 °C antes de un combate.",1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/136.png
137,porygon,normal,None,trace,download,36.5,0.8,Pokémon creado por el hombre tras muchas investigaciones. Sus habilidades son básicas.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/137.png
138,omanyte,roca,agua,swift-swim,shell-armor,7.5,0.4,Pokémon prehistórico que vivió en el océano primordial. Para nadar se valía de sus 10 tentáculos.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/138.png
139,omastar,roca,agua,swift-swim,shell-armor,35.0,1.0,Tiene los tentáculos tan desarrollados que le sirven de manos y pies. Con ellos atrapa a su presa y le da un bocado.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/139.png
140,kabuto,roca,agua,swift-swim,battle-armor,11.5,0.5,Se cree que habitó las playas hace 300 millones de años. Se protege con una dura concha.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/140.png
141,kabutops,roca,agua,swift-swim,battle-armor,40.5,1.3,"Repliega sus extremidades en el agua para hacerse más compacto, y mueve su concha para nadar rápido.",1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/141.png
142,aerodactyl,roca,volador,rock-head,pressure,59.0,1.8,Se regeneró a partir de material genético de un dinosaurio encontrado en ámbar. Cuando vuela emite escandalosos alaridos.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/142.png
143,snorlax,normal,None,immunity,thick-fat,460.0,2.1,"No se encuentra satisfecho hasta que no se come 400 kg de comida cada día. Cuando acaba de comer, se queda dormido.",1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/143.png
144,articuno,hielo,volador,pressure,snow-cloak,55.4,1.7,Legendario Pokémon pájaro capaz de generar ventiscas congelando la humedad del aire.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/144.png
145,zapdos,eléctrico,volador,pressure,static,52.6,1.6,Es un legendario pájaro Pokémon. Dicen que aparece entre las nubes lanzando enormes rayos brillantes.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/145.png
146,moltres,fuego,volador,pressure,flame-body,60.0,2.0,Es más conocido como el legendario pájaro de fuego. Con cada aleteo crea brillantes llamas.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/146.png
147,dratini,dragón,None,shed-skin,marvel-scale,3.3,1.8,Se le llama el Pokémon Espejismo porque son muy pocos los que lo han visto. Se encontró su muda.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/147.png
148,dragonair,dragón,None,shed-skin,marvel-scale,16.5,4.0,Sus cristalinos orbes parecen darle al Pokémon el poder de controlar el clima libremente.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/148.png
149,dragonite,dragón,volador,inner-focus,multiscale,210.0,2.2,"A pesar del tamaño que tiene y de lo pesado que es, puede volar. Es capaz de dar la vuelta al mundo en solo 16 horas.",1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/149.png
150,mewtwo,psíquico,None,pressure,unnerve,122.0,2.0,Fue creado por un científico tras años de horribles experimentos de ingeniería genética.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/150.png
151,mew,psíquico,None,synchronize,None,4.0,0.4,Varios científicos lo consideran el antecesor de los Pokémon porque usa todo tipo de movimientos.,1,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/151.png
152,chikorita,planta,None,overgrow,leaf-guard,6.4,0.9,Un dulce aroma se desprende de la hoja de su cabeza. Es dócil y le encanta absorber los rayos de sol.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/152.png
153,bayleef,planta,None,overgrow,leaf-guard,15.8,1.2,Emana un aroma picante de su cuello. El aroma actúa como estimulante para recuperar salud.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/153.png
154,meganium,planta,None,overgrow,leaf-guard,100.5,1.8,El olor que desprenden sus pétalos contiene una sustancia que calma el instinto agresivo.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/154.png
155,cyndaquil,fuego,None,blaze,flash-fire,7.9,0.5,"Es un Pokémon muy tímido. Si se asusta, las llamas de su lomo arden con más fuerza.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/155.png
156,quilava,fuego,None,blaze,flash-fire,19.0,0.9,"Antes de empezar a luchar, se gira ante su rival para alardear del alcance y la fuerza de sus llamas.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/156.png
157,typhlosion,fuego,None,blaze,flash-fire,79.5,1.7,"Si su furia crece, se calienta tanto que cualquier cosa que toque se prenderá al instante.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/157.png
158,totodile,agua,None,torrent,sheer-force,9.5,0.6,Es pequeño pero violento. No dudará en morder cualquier cosa que se mueva cerca.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/158.png
159,croconaw,agua,None,torrent,sheer-force,25.0,1.1,"Si pierde un colmillo, le crecerá otro en su lugar. Siempre tiene 48 colmillos en su boca.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/159.png
160,feraligatr,agua,None,torrent,sheer-force,88.8,2.3,"Se suele mover lento, pero alcanza velocidades de vértigo al atacar y morder a sus enemigos.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/160.png
161,sentret,normal,None,run-away,keen-eye,6.0,0.8,"Cuando hace de centinela, avisa del peligro a los demás, chillando y dando golpes al suelo con la cola.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/161.png
162,furret,normal,None,run-away,keen-eye,32.5,1.8,Acurruca a sus crías para que duerman. Acorrala a los enemigos con su enorme velocidad.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/162.png
163,hoothoot,normal,volador,insomnia,keen-eye,21.2,0.7,"Su percepción del tiempo es exacta. Ocurra lo que ocurra, lleva el ritmo moviendo la cabeza.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/163.png
164,noctowl,normal,volador,insomnia,keen-eye,40.8,1.6,Sus ojos están especialmente adaptados. Concentran la luz para poder ver en la oscuridad.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/164.png
165,ledyba,bicho,volador,swarm,early-bird,10.8,1.0,"Cuando llega el frío, se reúnen muchos Ledyba de todas partes para darse calor.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/165.png
166,ledian,bicho,volador,swarm,early-bird,35.6,1.4,"Cuando parpadean las estrellas en el cielo nocturno, se mece desprendiendo un polvo brillante.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/166.png
167,spinarak,bicho,veneno,swarm,insomnia,8.5,0.5,Teje su telaraña con hilo fino pero resistente. Espera pacientemente a que caiga su presa.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/167.png
168,ariados,bicho,veneno,swarm,insomnia,33.5,1.1,Teje su telaraña desde atrás y desde su boca. Es muy difícil saber dónde está cada cual.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/168.png
169,crobat,veneno,volador,inner-focus,infiltrator,75.0,1.8,"Es tan silencioso cuando vuela en la oscuridad con sus cuatro alas, que cuesta percibirlo cuando se acerca.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/169.png
170,chinchou,agua,eléctrico,volt-absorb,illuminate,12.0,0.5,"En el oscuro fondo del océano, su único modo de comunicarse es emitiendo luces parpadeantes.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/170.png
171,lanturn,agua,eléctrico,volt-absorb,illuminate,22.5,1.2,La luz de Lanturn se puede ver desde lo más profundo. Se le llama la Estrella de Alta Mar.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/171.png
172,pichu,eléctrico,None,static,lightning-rod,2.0,0.3,"Cuando juegan, se tocan las colas y emiten chispas. Al parecer, es una prueba de valor.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/172.png
173,cleffa,hada,None,cute-charm,magic-guard,3.0,0.3,"Por su inusual forma estrellada, la gente cree que procede de un meteorito que cayó a la tierra.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/173.png
174,igglybuff,normal,hada,cute-charm,competitive,1.0,0.3,"Para caminar, en lugar de usar los pies que tiene, opta por dar botes con su cuerpo redondo y blandito.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/174.png
175,togepi,hada,None,hustle,serene-grace,1.5,0.3,El cascarón parece estar lleno de alegría. Dicen que trae buena suerte si es tratado con cariño.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/175.png
176,togetic,hada,volador,hustle,serene-grace,3.2,0.6,"Si no está con gente amable, se entristece. Puede flotar en el aire sin mover las alas.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/176.png
177,natu,psíquico,volador,synchronize,early-bird,2.0,0.2,Va dando saltitos porque sus alas no han crecido lo suficiente. Siempre está pendiente de algo.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/177.png
178,xatu,psíquico,volador,synchronize,early-bird,15.0,1.5,"Cuando se pone a meditar al amanecer, pierde la noción del tiempo. Puede pasarse así todo el día.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/178.png
179,mareep,eléctrico,None,static,plus,7.8,0.6,Su pelaje lanudo dobla su volumen al acumular electricidad estática. Tocarlo puede dar calambre.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/179.png
180,flaaffy,eléctrico,None,static,plus,13.3,0.8,Su esponjosa lana almacena electricidad. Su piel gomosa evita que sea electrocutado.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/180.png
181,ampharos,eléctrico,None,static,plus,61.5,1.4,La punta de su cola reluce brillantemente y puede ser vista desde lejos. Es usado como faro.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/181.png
182,bellossom,planta,None,chlorophyll,healer,5.8,0.4,Los Bellossom suelen reunirse para bailar. Dicen que sus danzas son un ritual para invocar al sol.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/182.png
183,marill,agua,hada,thick-fat,huge-power,8.5,0.4,"Tiene una piel que repele el agua. De hecho, puede pasarse horas jugando en el agua sin mojarse.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/183.png
184,azumarill,agua,hada,thick-fat,huge-power,28.5,0.8,Sus largas orejas son sensores que pueden percibir movimientos de seres vivos en el lecho del río.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/184.png
185,sudowoodo,roca,None,sturdy,rock-head,38.0,1.2,"Aunque pretende ser un árbol, en su composición se parece más a una roca que a una planta.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/185.png
186,politoed,agua,None,water-absorb,damp,33.9,1.1,"Cuando tres o más de estos se juntan, emiten un sonido muy fuerte parecido a un bramido.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/186.png
187,hoppip,planta,volador,chlorophyll,leaf-guard,0.5,0.4,"Su cuerpo es tan ligero, que debe agarrarse bien al suelo con las patas para no irse con el viento.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/187.png
188,skiploom,planta,volador,chlorophyll,leaf-guard,1.0,0.6,La flor de su cabeza se abre y cierra según suba o baje la temperatura.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/188.png
189,jumpluff,planta,volador,chlorophyll,leaf-guard,3.0,0.8,"Los vientos estacionales lo llevan por todo el mundo, donde va soltando sus esporas.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/189.png
190,aipom,normal,None,run-away,pickup,11.5,0.8,"Vive en lo alto de los árboles. Cuando salta de rama en rama, usa su cola para equilibrarse.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/190.png
191,sunkern,planta,None,chlorophyll,solar-power,1.8,0.3,"Puede caer del cielo de repente. Si le ataca un Spearow, moverá violentamente sus hojas.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/191.png
192,sunflora,planta,None,chlorophyll,solar-power,8.5,0.8,"A medida que se acerca el verano, va adquiriendo un color más vivo e intenso en los pétalos de la cara.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/192.png
193,yanma,bicho,volador,speed-boost,compound-eyes,38.0,1.2,Su campo visual es de 360° sin girar la cabeza. Detecta hasta las presas que están a su espalda.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/193.png
194,wooper,agua,tierra,damp,water-absorb,8.5,0.4,Este Pokémon vive en aguas frías. Sale del agua para buscar comida cuando refresca el ambiente.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/194.png
195,quagsire,agua,tierra,damp,water-absorb,75.0,1.4,Es un Pokémon bastante perezoso. Para pescar permanece en el fondo del río con la boca abierta.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/195.png
196,espeon,psíquico,None,synchronize,magic-bounce,26.5,0.9,"Al predecir el siguiente movimiento de su rival, chasquea el extremo de la cola bífida que tiene.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/196.png
197,umbreon,siniestro,None,synchronize,inner-focus,27.0,1.0,Creado cuando la luz lunar alteró la estructura genética de Eevee. Busca presas en la oscuridad.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/197.png
198,murkrow,siniestro,volador,insomnia,super-luck,2.1,0.5,Esconde objetos brillantes en un lugar secreto. Meowth y Murkrow suelen saquear su escondite.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/198.png
199,slowking,agua,psíquico,oblivious,own-tempo,79.5,2.0,Su intelecto e intuición son increíbles. No pierde la compostura en ninguna situación.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/199.png
200,misdreavus,fantasma,None,levitate,None,1.0,0.7,"Se deleita con el miedo, que absorbe con sus esferas rojas. Por el día, duerme en la oscuridad.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/200.png
201,unown,psíquico,None,levitate,None,5.0,0.5,Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/201.png
202,wobbuffet,psíquico,None,shadow-tag,telepathy,28.5,1.3,"Odia la luz y las sacudidas. Si le atacan, infla su cuerpo para aumentar su contraataque.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/202.png
203,girafarig,normal,psíquico,inner-focus,early-bird,41.5,1.5,"Cuando duerme, la cabeza de su cola se queda vigilando, ya que ella no necesita dormir.",2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/203.png
204,pineco,bicho,None,sturdy,overcoat,7.2,0.6,Le gusta engrosar su coraza añadiendo cortezas de árbol. El aumento de peso no le molesta.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/204.png
205,forretress,bicho,acero,sturdy,overcoat,125.8,1.2,Se protege con su concha de acero de tal manera que solo se pueden ver sus ojos.,2,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/205.png
